protocol,parser,accepted,n_packets,n_accepted,reject_reason,field_disagreements,expected,classification
dtls_13,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
dtls_13,rust-graph,True,1,1,,0,accept,OK
dtls_13,rust-graph-enum,True,1,1,,0,accept,OK
dtls_13,rust-mono,True,1,1,,0,accept,OK
dtls_13,rust-mono-x4,True,1,1,,0,accept,OK
dtls_13,rust-compiled,True,1,1,,0,accept,OK
dtls_13,rust-simd,True,1,1,,0,accept,OK
dtls_13,rust-template,True,1,1,,0,accept,OK
dtls_13,rust-template-simd,True,1,1,,0,accept,OK
eap,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
eap,c-xdp2-usp,True,1,1,,0,accept,OK
eap,c-xdp2-parse-only,True,1,1,,0,accept,OK
eap,c-xdp2-mono,True,1,1,,0,accept,OK
eap,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
eap,rust-graph,True,1,1,,0,accept,OK
eap,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
eap,rust-mono,True,1,1,,0,accept,OK
eap,rust-mono-x4,True,1,1,,0,accept,OK
eap,rust-compiled,True,1,1,,0,accept,OK
eap,rust-simd,True,1,1,,0,accept,OK
eap,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
eap,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
eapol,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
eapol,c-xdp2-usp,True,1,1,,0,accept,OK
eapol,c-xdp2-parse-only,True,1,1,,0,accept,OK
eapol,c-xdp2-mono,True,1,1,,0,accept,OK
eapol,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
eapol,rust-graph,True,1,1,,0,accept,OK
eapol,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
eapol,rust-mono,True,1,1,,0,accept,OK
eapol,rust-mono-x4,True,1,1,,0,accept,OK
eapol,rust-compiled,True,1,1,,0,accept,OK
eapol,rust-simd,True,1,1,,0,accept,OK
eapol,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
eapol,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
echo,c-flowdis-usp,True,1,1,,0,accept,OK
echo,c-xdp2-usp,True,1,1,,0,accept,OK
echo,c-xdp2-parse-only,True,1,1,,0,accept,OK
echo,c-xdp2-mono,True,1,1,,0,accept,OK
echo,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
echo,rust-graph,True,1,1,,0,accept,OK
echo,rust-graph-enum,True,1,1,,0,accept,OK
echo,rust-mono,True,1,1,,0,accept,OK
echo,rust-mono-x4,True,1,1,,0,accept,OK
echo,rust-compiled,True,1,1,,0,accept,OK
echo,rust-simd,True,1,1,,0,accept,OK
echo,rust-template,True,1,1,,0,accept,OK
echo,rust-template-simd,True,1,1,,0,accept,OK
ecpri,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
ecpri,c-xdp2-usp,True,1,1,,0,accept,OK
ecpri,c-xdp2-parse-only,True,1,1,,0,accept,OK
ecpri,c-xdp2-mono,True,1,1,,0,accept,OK
ecpri,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
ecpri,rust-graph,True,1,1,,0,accept,OK
ecpri,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
ecpri,rust-mono,True,1,1,,0,accept,OK
ecpri,rust-mono-x4,True,1,1,,0,accept,OK
ecpri,rust-compiled,True,1,1,,0,accept,OK
ecpri,rust-simd,True,1,1,,0,accept,OK
ecpri,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
ecpri,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
edsa,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
edsa,c-xdp2-usp,True,1,1,,0,accept,OK
edsa,c-xdp2-parse-only,True,1,1,,0,accept,OK
edsa,c-xdp2-mono,True,1,1,,0,accept,OK
edsa,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
edsa,rust-graph,True,1,1,,0,accept,OK
edsa,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
edsa,rust-mono,True,1,1,,0,accept,OK
edsa,rust-mono-x4,True,1,1,,0,accept,OK
edsa,rust-compiled,True,1,1,,0,accept,OK
edsa,rust-simd,True,1,1,,0,accept,OK
edsa,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
edsa,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
eigrp,c-flowdis-usp,True,1,1,,0,accept,OK
eigrp,c-xdp2-usp,True,1,1,,0,accept,OK
eigrp,c-xdp2-parse-only,True,1,1,,0,accept,OK
eigrp,c-xdp2-mono,True,1,1,,0,accept,OK
eigrp,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
eigrp,rust-graph,True,1,1,,0,accept,OK
eigrp,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
eigrp,rust-mono,True,1,1,,0,accept,OK
eigrp,rust-mono-x4,True,1,1,,0,accept,OK
eigrp,rust-compiled,True,1,1,,0,accept,OK
eigrp,rust-simd,True,1,1,,0,accept,OK
eigrp,rust-template,True,1,1,,0,accept,OK
eigrp,rust-template-simd,True,1,1,,0,accept,OK
elasticsearch,c-flowdis-usp,True,1,1,,0,accept,OK
elasticsearch,c-xdp2-usp,True,1,1,,0,accept,OK
elasticsearch,c-xdp2-parse-only,True,1,1,,0,accept,OK
elasticsearch,c-xdp2-mono,True,1,1,,0,accept,OK
elasticsearch,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
elasticsearch,rust-graph,True,1,1,,0,accept,OK
elasticsearch,rust-graph-enum,True,1,1,,0,accept,OK
elasticsearch,rust-mono,True,1,1,,0,accept,OK
elasticsearch,rust-mono-x4,True,1,1,,0,accept,OK
elasticsearch,rust-compiled,True,1,1,,0,accept,OK
elasticsearch,rust-simd,True,1,1,,0,accept,OK
elasticsearch,rust-template,True,1,1,,0,accept,OK
elasticsearch,rust-template-simd,True,1,1,,0,accept,OK
enip,c-flowdis-usp,True,1,1,,0,accept,OK
enip,c-xdp2-usp,True,1,1,,0,accept,OK
enip,c-xdp2-parse-only,True,1,1,,0,accept,OK
enip,c-xdp2-mono,True,1,1,,0,accept,OK
enip,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
enip,rust-graph,True,1,1,,0,accept,OK
enip,rust-graph-enum,True,1,1,,0,accept,OK
enip,rust-mono,True,1,1,,0,accept,OK
enip,rust-mono-x4,True,1,1,,0,accept,OK
enip,rust-compiled,True,1,1,,0,accept,OK
enip,rust-simd,True,1,1,,0,accept,OK
enip,rust-template,True,1,1,,0,accept,OK
enip,rust-template-simd,True,1,1,,0,accept,OK
erf,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
erf,c-xdp2-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
erf,c-xdp2-parse-only,False,1,0,parse-error,0,reject:parse-error,REJ-expected
erf,c-xdp2-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
erf,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
erf,rust-graph,False,1,0,parse-error,0,reject:parse-error,REJ-expected
erf,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
erf,rust-mono,True,1,1,,0,accept,OK
erf,rust-mono-x4,True,1,1,,0,accept,OK
erf,rust-compiled,True,1,1,,0,accept,OK
erf,rust-simd,True,1,1,,0,accept,OK
erf,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
erf,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
erspan_v3,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
erspan_v3,c-xdp2-usp,True,1,1,,0,accept,OK
erspan_v3,c-xdp2-parse-only,True,1,1,,0,accept,OK
erspan_v3,c-xdp2-mono,True,1,1,,0,accept,OK
erspan_v3,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
erspan_v3,rust-graph,True,1,1,,0,accept,OK
erspan_v3,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
erspan_v3,rust-mono,True,1,1,,0,accept,OK
erspan_v3,rust-mono-x4,True,1,1,,0,accept,OK
erspan_v3,rust-compiled,True,1,1,,0,accept,OK
erspan_v3,rust-simd,True,1,1,,0,accept,OK
erspan_v3,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
erspan_v3,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
esp,c-flowdis-usp,True,1,1,,0,accept,OK
esp,c-xdp2-usp,True,1,1,,0,accept,OK
esp,c-xdp2-parse-only,True,1,1,,0,accept,OK
esp,c-xdp2-mono,True,1,1,,0,accept,OK
esp,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
esp,rust-graph,True,1,1,,0,accept,OK
esp,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
esp,rust-mono,True,1,1,,0,accept,OK
esp,rust-mono-x4,True,1,1,,0,accept,OK
esp,rust-compiled,True,1,1,,0,accept,OK
esp,rust-simd,True,1,1,,0,accept,OK
esp,rust-template,True,1,1,,0,accept,OK
esp,rust-template-simd,True,1,1,,0,accept,OK
esp_null,c-flowdis-usp,True,1,1,,0,accept,OK
esp_null,c-xdp2-usp,True,1,1,,0,accept,OK
esp_null,c-xdp2-parse-only,True,1,1,,0,accept,OK
esp_null,c-xdp2-mono,True,1,1,,0,accept,OK
esp_null,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
esp_null,rust-graph,True,1,1,,0,accept,OK
esp_null,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
esp_null,rust-mono,True,1,1,,0,accept,OK
esp_null,rust-mono-x4,True,1,1,,0,accept,OK
esp_null,rust-compiled,True,1,1,,0,accept,OK
esp_null,rust-simd,True,1,1,,0,accept,OK
esp_null,rust-template,True,1,1,,0,accept,OK
esp_null,rust-template-simd,True,1,1,,0,accept,OK
ethercat,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
ethercat,c-xdp2-usp,True,1,1,,0,accept,OK
ethercat,c-xdp2-parse-only,True,1,1,,0,accept,OK
ethercat,c-xdp2-mono,True,1,1,,0,accept,OK
ethercat,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
ethercat,rust-graph,True,1,1,,0,accept,OK
ethercat,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
ethercat,rust-mono,True,1,1,,0,accept,OK
ethercat,rust-mono-x4,True,1,1,,0,accept,OK
ethercat,rust-compiled,True,1,1,,0,accept,OK
ethercat,rust-simd,True,1,1,,0,accept,OK
ethercat,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
ethercat,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
etherip,c-flowdis-usp,True,1,1,,0,accept,OK
etherip,c-xdp2-usp,True,1,1,,0,accept,OK
etherip,c-xdp2-parse-only,True,1,1,,0,accept,OK
etherip,c-xdp2-mono,True,1,1,,0,accept,OK
etherip,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
etherip,rust-graph,True,1,1,,0,accept,OK
etherip,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
etherip,rust-mono,True,1,1,,0,accept,OK
etherip,rust-mono-x4,True,1,1,,0,accept,OK
etherip,rust-compiled,True,1,1,,0,accept,OK
etherip,rust-simd,True,1,1,,0,accept,OK
etherip,rust-template,True,1,1,,0,accept,OK
etherip,rust-template-simd,True,1,1,,0,accept,OK
ethernet,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
ethernet,c-xdp2-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
ethernet,c-xdp2-parse-only,False,1,0,parse-error,0,reject:parse-error,REJ-expected
ethernet,c-xdp2-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
ethernet,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
ethernet,rust-graph,False,1,0,parse-error,0,reject:parse-error,REJ-expected
ethernet,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
ethernet,rust-mono,True,1,1,,0,accept,OK
ethernet,rust-mono-x4,True,1,1,,0,accept,OK
ethernet,rust-compiled,True,1,1,,0,accept,OK
ethernet,rust-simd,True,1,1,,0,accept,OK
ethernet,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
ethernet,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
ethertype_tsn,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
ethertype_tsn,c-xdp2-usp,True,1,1,,0,accept,OK
ethertype_tsn,c-xdp2-parse-only,True,1,1,,0,accept,OK
ethertype_tsn,c-xdp2-mono,True,1,1,,0,accept,OK
ethertype_tsn,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
ethertype_tsn,rust-graph,True,1,1,,0,accept,OK
ethertype_tsn,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
ethertype_tsn,rust-mono,True,1,1,,0,accept,OK
ethertype_tsn,rust-mono-x4,True,1,1,,0,accept,OK
ethertype_tsn,rust-compiled,True,1,1,,0,accept,OK
ethertype_tsn,rust-simd,True,1,1,,0,accept,OK
ethertype_tsn,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
ethertype_tsn,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
falcon_base_ack,c-flowdis-usp,True,1,1,,0,accept,OK
falcon_base_ack,c-xdp2-usp,True,1,1,,0,accept,OK
falcon_base_ack,c-xdp2-parse-only,True,1,1,,0,accept,OK
falcon_base_ack,c-xdp2-mono,True,1,1,,0,accept,OK
falcon_base_ack,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
falcon_base_ack,rust-graph,True,1,1,,0,accept,OK
